X	Filing Date	Trade Date	Ticker	Company Name	Insider Name	Title	Trade Type	Price	Qty	Owned	ΔOwn	Value	1d	1w	1m	6m
	2024-10-02 13:46:49	2024-09-30	UWHR	Uwharrie Capital Corp	Trout Jeffrey L	Pres UB Mortgage	P - Purchase	$8.00	+250	13,226	+2%	+$2,000				
D	2024-10-02 12:58:21	2024-09-30	CLNN	Clene Inc.	Matlin David J	Dir	P - Purchase	$4.75	+92,307	451,991	+26%	+$438,458				
	2024-10-02 12:53:04	2024-09-30	MPB	Mid Penn Bancorp Inc	Mowery Theodore W	Dir	P - Purchase	$29.83	+67	56,862	0%	+$1,999				
	2024-10-02 12:51:37	2024-09-30	MPB	Mid Penn Bancorp Inc	Hudson Brian Arden Sr.	Dir	P - Purchase	$29.83	+168	7,340	+2%	+$5,011				
	2024-10-02 12:49:54	2024-09-30	MPB	Mid Penn Bancorp Inc	Frank Joel L.	Dir	P - Purchase	$29.83	+83	7,700	+1%	+$2,476				
	2024-10-02 12:48:21	2024-09-30	MPB	Mid Penn Bancorp Inc	Evans Albert J.	Dir	P - Purchase	$29.83	+335	28,445	+1%	+$9,993				
	2024-10-02 12:46:39	2024-09-30	MPB	Mid Penn Bancorp Inc	De Soto Matthew G	Dir	P - Purchase	$29.83	+268	85,176	0%	+$7,994				
	2024-10-02 12:31:54	2024-09-30	MPB	Mid Penn Bancorp Inc	Brumbaugh Kimberly J	Dir	P - Purchase	$29.83	+83	9,768	+1%	+$2,476				
	2024-10-02 12:30:08	2024-09-30	MPB	Mid Penn Bancorp Inc	Abel Robert A	Dir	P - Purchase	$29.83	+17	32,025	0%	+$507				
	2024-10-02 12:12:58	2024-09-30	GWRS	Global Water Resources, Inc.	Brill Steven D.	VP of IT Operations	P - Purchase	$12.57	+7	3,466	0%	+$88				
	2024-10-02 10:48:48	2024-10-01	RVP	Retractable Technologies Inc	Shaw Thomas J	Pres, CEO, 10%	P - Purchase	$0.75	+5,744	15,590,914	0%	+$4,319				
	2024-10-02 10:45:15	2024-10-01	BUKS	Butler National Corp	Loh Michael Anthony	Dir	P - Purchase	$1.30	+2,000	91,850	+2%	+$2,600				
M	2024-10-02 08:00:14	2024-09-30	BCLI	Brainstorm Cell Therapeutics Inc.	Lebovits Chaim	Pres, CEO	P - Purchase	$0.47	+23,836	214,349	+13%	+$11,308				
D	2024-10-01 21:58:10	2024-09-26	XAIR	Beyond Air, Inc.	Carey Robert	Dir	P - Purchase	$0.50	+1,476,626	1,476,626	New	+$744,662				
D	2024-10-01 21:27:33	2024-09-26	XAIR	Beyond Air, Inc.	Lisi Steven A.	CEO, COB	P - Purchase	$0.50	+1,476,626	3,249,411	+83%	+$744,662				
M	2024-10-01 21:01:16	2024-09-27	IBTA	Ibotta, Inc.	D. E. Shaw & Co, L.P.	See Footnotes 2,5,18,19,20, 10%	P - Purchase	$61.49	+13,435	735,042	+2%	+$826,087				
	2024-10-01 21:00:06	2024-04-09	TKO	Tko Group Holdings, Inc.	Silver Lake West Holdco, L.P.	10%	P - Purchase	$89.01	+1,642,970	1,642,970	New	+$146,240,760				
	2024-10-01 20:45:56	2024-09-30	ADSK	Autodesk, Inc.	Hope Stephen W.	SVP, Chief Accounting Officer	P - Purchase	$163.59	+54	4,879	+1%	+$8,834				
	2024-10-01 18:35:09	2024-09-30	GPUS	Hyperscale Data, Inc.	Ault Milton C III	Exec COB, 10%	P - Purchase	$0.23	+50,000	216,490	+30%	+$11,320				
D	2024-10-01 18:17:29	2024-09-27	BFS	Saul Centers, Inc.	Heard Carlos Lawrence	SVP, CFO	P - Purchase	$23.25	+200	2,619	+8%	+$4,650				
	2024-10-01 18:12:57	2024-09-27	CTLP	Cantaloupe, Inc.	Baird Lisa P.	Dir	P - Purchase	$7.42	+6,000	97,319	+7%	+$44,520				
M	2024-10-01 18:09:56	2024-09-27	RFIL	R F Industries Ltd	Holdsworth Mark Keith	Dir	P - Purchase	$3.98	+15,220	837,535	+2%	+$60,528				
	2024-10-01 17:54:39	2024-09-27	WVE	Wave Life Sciences Ltd.	Gsk Plc	10%	P - Purchase	$8.00	+2,791,930	16,775,691	+20%	+$22,335,440				
D	2024-10-01 17:48:50	2024-09-27	GRDN	Guardian Pharmacy Services, Inc.	Salentine Thomas J Jr	Dir	P - Purchase	$14.00	+35,714	35,714	New	+$499,996				
	2024-10-01 17:46:36	2024-09-27	GRDN	Guardian Pharmacy Services, Inc.	Patchett Mary Sue	Dir	P - Purchase	$14.00	+3,571	7,142	+100%	+$49,994				
	2024-10-01 17:43:38	2024-09-27	GRDN	Guardian Pharmacy Services, Inc.	Lewis Randall J	Dir	P - Purchase	$14.00	+3,571	7,142	+100%	+$49,994				
	2024-10-01 17:43:32	2024-09-27	GRDN	Guardian Pharmacy Services, Inc.	Cosler Steven D	Dir	P - Purchase	$14.00	+7,142	10,713	+200%	+$99,988				
M	2024-10-01 17:22:19	2024-09-23	GDOT	Green Dot Corp	Topline Capital Management, LLC	See Explanation in Footnotes	P - Purchase	$11.98	+198,914	6,157,665	+3%	+$2,383,845				
M	2024-10-01 17:09:52	2024-09-23	GDOT	Green Dot Corp	Topline Capital Partners, LP	10%	P - Purchase	$11.98	+198,914	6,157,665	+3%	+$2,383,845				
	2024-10-01 16:47:46	2024-09-30	ICU	Seastar Medical Holding Corp	Chung Kevin	Chief Medical Officer	P - Purchase	$4.26	+1,000	9,435	+12%	+$4,258				
M	2024-10-01 16:42:34	2024-09-27	CYAN	Cyanotech Corp	Davis Michael A /	Dir, 10%	P - Purchase	$0.77	+10,000	1,770,598	+1%	+$7,650				
	2024-10-01 16:41:34	2024-09-27	TALO	Talos Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	$10.31	+100,000	43,545,604	0%	+$1,030,980				
	2024-10-01 16:30:12	2024-09-30	BMEA	Biomea Fusion, Inc.	Hitchcock Michael J.M.	Dir	P - Purchase	$10.06	+10,000	15,000	+200%	+$100,600				
D	2024-10-01 16:17:45	2024-09-30	CLNN	Clene Inc.	Mortenson Mark	Chief Science Officer	P - Purchase	$4.75	+20,512	28,949	+243%	+$97,432				
D	2024-10-01 16:17:06	2024-09-30	CLNN	Clene Inc.	Etherington Robert Dee	CEO	P - Purchase	$4.75	+10,000	42,035	+31%	+$47,500				
	2024-10-01 16:16:27	2024-09-30	KFS	Kingsway Financial Services Inc	Fitzgerald John Taylor Maloney	Pres, CEO	P - Purchase	$8.34	+299	1,584,908	0%	+$2,494				
	2024-10-01 16:15:39	2024-09-30	KFS	Kingsway Financial Services Inc	Hansen Kent A	CFO, EVP	P - Purchase	$8.34	+187	126,487	0%	+$1,560				
M	2024-10-01 16:15:13	2024-09-27	ATXI	Avenue Therapeutics, Inc.	Kranzler Jay D	Dir	P - Purchase	$2.50	+500	620	+417%	+$1,250				
	2024-10-01 16:13:04	2024-09-27	HP	Helmerich & Payne, Inc.	Vann J Kevin	SVP, CFO	P - Purchase	$30.19	+3,300	3,300	New	+$99,627				
	2024-10-01 16:12:37	2024-09-30	BATRA	Atlanta Braves Holdings, Inc.	Associated Capital Group, Inc.	10%	P - Purchase	$42.10	+2,000	131,150	+2%	+$84,200				
D	2024-10-01 16:08:39	2024-09-30	VOYA	Voya Financial, Inc.	O'Neill Francis G.	See Remarks	P - Purchase	$74.57	+142	5,106	+3%	+$10,588				
	2024-10-01 16:07:38	2024-09-27	FG	F&G Annuities & Life, Inc.	Doka Celina J. Wang	Dir	P - Purchase	$44.17	+10	11,360	0%	+$432				
D	2024-10-01 16:01:04	2024-09-27	BIOA	Bioage Labs, Inc.	Cormorant Asset Management, LP	Former 10% Owner	P - Purchase	$18.00	+450,000	1,629,529	+38%	+$8,100,000				
	2024-10-01 15:34:14	2024-09-27	BKV	Bkv Corp	Bowman Simon	Senior Dir Midstream	P - Purchase	$18.00	+100	3,433	+3%	+$1,800				
	2024-10-01 15:33:17	2024-09-27	BKV	Bkv Corp	Lauer Travis	VP of Operations	P - Purchase	$18.00	+750	11,861	+7%	+$13,500				
	2024-10-01 15:32:21	2024-09-27	BKV	Bkv Corp	Birkelo Bradley A	SVP, Subsurface	P - Purchase	$18.00	+500	134,620	0%	+$9,000				
	2024-10-01 15:31:50	2024-09-27	BKV	Bkv Corp	Tameron David	VP, Strategic Finance, IR	P - Purchase	$18.00	+2,100	21,368	+11%	+$37,800				
	2024-10-01 15:30:10	2024-09-27	BKV	Bkv Corp	Limpaphayom Kirana	Dir	P - Purchase	$18.00	+25,000	25,000	New	+$450,000				
	2024-10-01 15:29:48	2024-09-27	BKV	Bkv Corp	Valois Mary Rita	CIO	P - Purchase	$18.00	+2,000	15,333	+15%	+$36,000				
	2024-10-01 15:29:40	2024-09-27	BKV	Bkv Corp	Sirisaengtaksin Anon	Dir	P - Purchase	$18.00	+8,000	8,000	New	+$144,000				
	2024-10-01 15:29:11	2024-09-27	BKV	Bkv Corp	Patel Sunit S	Dir	P - Purchase	$18.00	+50,000	50,000	New	+$900,000				
	2024-10-01 15:28:27	2024-09-27	BKV	Bkv Corp	Dayananda Akaraphong	Dir	P - Purchase	$18.00	+500	500	New	+$9,000				
	2024-10-01 15:28:19	2024-09-27	BKV	Bkv Corp	Ngo Ethan	Chf Technical Resources Ofcr	P - Purchase	$18.00	+5,000	287,515	+2%	+$90,000				
	2024-10-01 15:26:33	2024-09-27	BKV	Bkv Corp	Davis Joseph R	Dir	P - Purchase	$18.00	+10,000	33,000	+43%	+$180,000				
	2024-10-01 15:24:34	2024-09-27	BKV	Bkv Corp	Jimenez John T	CFO	P - Purchase	$18.00	+16,500	273,274	+6%	+$297,000				
	2024-10-01 15:23:52	2024-09-27	BKV	Bkv Corp	Kalnin Christopher P	CEO	P - Purchase	$18.00	+2,500	2,358,808	0%	+$45,000				
	2024-10-01 14:53:57	2024-09-30	GTE	Gran Tierra Energy Inc.	Ellson Ryan	CFO	P - Purchase	$6.29	+12,000	97,666	+14%	+$75,480				
	2024-10-01 14:44:11	2024-09-30	SPG	Simon Property Group Inc /de/	Hubbard Allan B	Dir	P - Purchase	$167.30	+370	34,301	+1%	+$61,901				
	2024-10-01 14:42:34	2024-09-30	SPG	Simon Property Group Inc /de/	Stewart Marta R	Dir	P - Purchase	$167.30	+172	14,287	+1%	+$28,776				
	2024-10-01 14:40:23	2024-09-30	SPG	Simon Property Group Inc /de/	Leibowitz Reuben S	Dir	P - Purchase	$167.30	+453	66,854	+1%	+$75,787				
	2024-10-01 14:38:41	2024-09-30	SPG	Simon Property Group Inc /de/	Smith Daniel C.	Dir	P - Purchase	$167.30	+325	29,779	+1%	+$54,373				
	2024-10-01 14:36:41	2024-09-30	SPG	Simon Property Group Inc /de/	Selig Stefan M	Dir	P - Purchase	$167.30	+182	30,073	+1%	+$30,449				
	2024-10-01 14:35:16	2024-09-30	SPG	Simon Property Group Inc /de/	Roe Peggy Fang	Dir	P - Purchase	$167.30	+63	5,287	+1%	+$10,540				
	2024-10-01 14:32:22	2024-09-30	SPG	Simon Property Group Inc /de/	Rodkin Gary M	Dir	P - Purchase	$167.30	+207	17,186	+1%	+$34,631				
	2024-10-01 14:30:34	2024-09-30	SPG	Simon Property Group Inc /de/	Lewis Randall J	Dir	P - Purchase	$167.30	+39	3,285	+1%	+$6,525				
	2024-10-01 14:27:25	2024-09-30	SPG	Simon Property Group Inc /de/	Jones Nina P	Dir	P - Purchase	$167.30	+20	1,720	+1%	+$3,346				
	2024-10-01 14:25:59	2024-09-30	SPG	Simon Property Group Inc /de/	Glasscock Larry C	Dir	P - Purchase	$167.30	+338	40,728	+1%	+$56,547				
	2024-10-01 14:23:34	2024-09-30	SPG	Simon Property Group Inc /de/	Aeppel Glyn	Dir	P - Purchase	$167.30	+196	17,220	+1%	+$32,791				
	2024-10-01 14:18:38	2024-10-01	AUBN	Auburn National Bancorporation, Inc	Ham William F Jr	Dir	P - Purchase	$23.38	+61	9,647	+1%	+$1,426				
	2024-10-01 14:13:23	2024-10-01	AUBN	Auburn National Bancorporation, Inc	O'Donnell Shannon	SVP	P - Purchase	$23.34	+29	1,422	+2%	+$677				
	2024-10-01 14:11:56	2024-10-01	BRID	Bridgford Foods Corp	Bridgford Brian E.	V.P. Production	P - Purchase	$9.10	+300	3,011	+11%	+$2,730				
	2024-10-01 14:06:17	2024-10-01	AUBN	Auburn National Bancorporation, Inc	Housel David E	Dir	P - Purchase	$23.36	+55	7,771	+1%	+$1,285				
	2024-10-01 13:55:20	2024-10-01	AUBN	Auburn National Bancorporation, Inc	Barrett J Tutt	Dir	P - Purchase	$23.36	+78	8,732	+1%	+$1,822				
	2024-10-01 13:03:55	2024-10-01	NA	Cardinal Ethanol LLC	Baker Robert Nathan	Dir, 10%	P - Purchase	$17,027.80	+40	1,986	+2%	+$681,113				
	2024-10-01 12:50:44	2024-10-01	NA	Cardinal Ethanol LLC	Roch Lewis M III	Dir	P - Purchase	$17,500.00	+100	600	+20%	+$1,750,000				
	2024-10-01 08:02:44	2024-09-27	ENGN	Engene Holdings Inc.	Cooper Ronald Harold Wilfred	CEO	P - Purchase	$5.70	+10,000	10,000	New	+$57,000				
M	2024-10-01 08:00:21	2024-09-27	USEG	Us Energy Corp	Smith Ryan Lewis	CEO	P - Purchase	$1.15	+1,000	878,614	0%	+$1,150				
	2024-09-30 19:12:50	2024-09-27	VRDN	Viridian Therapeutics, Inc.de	Beetham Thomas W.	COO	P - Purchase	$23.41	+5,000	6,000	+500%	+$117,050				
	2024-09-30 19:10:58	2024-09-27	VRDN	Viridian Therapeutics, Inc.de	Mahoney Stephen F.	Pres, CEO	P - Purchase	$23.33	+21,400	21,400	New	+$499,262				
	2024-09-30 18:00:06	2024-09-26	BLNK	Blink Charging Co.	Levine Jack	Dir	P - Purchase	$1.70	+20,000	175,718	+13%	+$34,000				
M	2024-09-30 17:54:32	2024-09-25	EP	Empire Petroleum Corp	Mulacek Phil E	Dir, 10%	P - Purchase	$5.04	+2,114	6,398,517	0%	+$10,661				
	2024-09-30 17:22:34	2024-09-26	NAMS	Newamsterdam Pharma Co N.V.	Audet Juliette Berangere	Chief Business Officer	P - Purchase	$15.70	+1,104	1,104	New	+$17,333				
M	2024-09-30 17:21:19	2024-09-26	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	$6.52	+54,300	8,905,343	+1%	+$354,278				
	2024-09-30 17:12:38	2024-09-01	MEDE	Medies	Leong Weng Fong	CEO, CFO, Dir, Secretary, 10%	P - Purchase	$0.10	+4,300,000	4,300,000	New	+$435,160				
D	2024-09-30 16:58:16	2024-09-26	AHH	Armada Hoffler Properties, Inc.	Hoffler Daniel A	Dir	P - Purchase	$10.50	+95,238	270,647	+54%	+$999,999				
D	2024-09-30 16:58:06	2024-09-26	AHH	Armada Hoffler Properties, Inc.	Haddad Louis S	CEO	P - Purchase	$10.50	+95,238	582,143	+20%	+$999,999				
D	2024-09-30 16:57:55	2024-09-26	AHH	Armada Hoffler Properties, Inc.	Wimbush Frederick Blair	Dir	P - Purchase	$10.50	+9,523	17,612	+118%	+$99,992				
D	2024-09-30 16:57:46	2024-09-26	AHH	Armada Hoffler Properties, Inc.	Cherry James C.	Dir	P - Purchase	$10.50	+4,761	64,342	+8%	+$49,991				
D	2024-09-30 16:57:35	2024-09-26	AHH	Armada Hoffler Properties, Inc.	Allen George F	Dir	P - Purchase	$10.50	+952	31,676	+3%	+$9,996				
D	2024-09-30 16:57:25	2024-09-26	AHH	Armada Hoffler Properties, Inc.	Kirk A Russell	Dir	P - Purchase	$10.50	+95,238	159,882	+147%	+$999,999				
D	2024-09-30 16:57:13	2024-09-26	AHH	Armada Hoffler Properties, Inc.	Carroll James A	Dir	P - Purchase	$10.50	+2,857	39,066	+8%	+$29,999				
M	2024-09-30 16:54:24	2024-09-26	CTLP	Cantaloupe, Inc.	Bergeron Douglas	Dir	P - Purchase	$7.40	+284,000	462,319	+159%	+$2,100,835				
	2024-09-30 16:53:23	2024-09-26	OTLK	Outlook Therapeutics, Inc.	Kenyon Lawrence A	CFO	P - Purchase	$5.69	+5,000	5,946	+529%	+$28,446				
	2024-09-30 16:50:34	2024-09-26	BCOV	Brightcove Inc	Edenbrook Capital, LLC	10%	P - Purchase	$2.07	+20,000	6,651,535	0%	+$41,400				
	2024-09-30 16:40:34	2024-09-30	MOFG	Midwestone Financial Group, Inc.	Hayek Matthew J	Dir	P - Purchase	$25.00	+2,000	11,293	+22%	+$50,000				
	2024-09-30 16:40:21	2024-09-30	MOFG	Midwestone Financial Group, Inc.	Greeff Douglas H	Dir	P - Purchase	$25.00	+4,000	13,891	+40%	+$100,000				
	2024-09-30 16:40:10	2024-09-30	MOFG	Midwestone Financial Group, Inc.	Sims Gary L	SVP, Chief Credit Officer	P - Purchase	$25.00	+2,000	16,898	+13%	+$50,000				
	2024-09-30 16:39:59	2024-09-30	MOFG	Midwestone Financial Group, Inc.	McCormick Tracy S	Dir	P - Purchase	$25.00	+2,000	92,565	+2%	+$50,000				
	2024-09-30 16:39:49	2024-09-30	MOFG	Midwestone Financial Group, Inc.	Albert Larry D	Dir	P - Purchase	$25.00	+600	17,503	+4%	+$15,000				
	2024-09-30 16:39:37	2024-09-30	MOFG	Midwestone Financial Group, Inc.	Devaisher Len D	Pres, COO	P - Purchase	$25.00	+400	30,895	+1%	+$10,000				
	2024-09-30 16:39:27	2024-09-30	MOFG	Midwestone Financial Group, Inc.	Godwin Janet E	Dir	P - Purchase	$25.00	+800	9,508	+9%	+$20,000				
	2024-09-30 16:39:15	2024-09-30	MOFG	Midwestone Financial Group, Inc.	Funk Charles N	Dir	P - Purchase	$25.00	+2,240	135,652	+2%	+$56,000				
	2024-09-30 16:39:04	2024-09-30	MOFG	Midwestone Financial Group, Inc.	Kaeding Nathaniel J	Dir	P - Purchase	$25.00	+400	8,253	+5%	+$10,000				
	2024-09-30 16:38:53	2024-09-30	MOFG	Midwestone Financial Group, Inc.	Monson Kevin W	Dir	P - Purchase	$25.00	+2,000	97,404	+2%	+$50,000				
	2024-09-30 16:38:42	2024-09-30	MOFG	Midwestone Financial Group, Inc.	Reeves Charles N	CEO	P - Purchase	$25.00	+7,000	77,712	+10%	+$175,000				
	2024-09-30 16:38:31	2024-09-30	MOFG	Midwestone Financial Group, Inc.	Chaney Carl J	Dir	P - Purchase	$25.00	+6,000	8,328	+258%	+$150,000				
	2024-09-30 16:38:21	2024-09-30	MOFG	Midwestone Financial Group, Inc.	Ray Barry S	Senior EVP, CFO, Treasurer	P - Purchase	$25.00	+400	22,209	+2%	+$10,000				
	2024-09-30 16:34:00	2024-09-30	FRZA	Forza X1, Inc.	Ross Neil	Dir	P - Purchase	$0.31	+31,117	31,117	New	+$9,646				
	2024-09-30 16:02:16	2024-09-27	SAIC	Science Applications International Corp	Supplee Barbara	EVP, NAVY	P - Purchase	$137.38	+150	3,154	+5%	+$20,607				
	2024-09-30 16:01:02	2024-09-30	INMB	Inmune Bio, Inc.	Moss David J	CFO, 10%	P - Purchase	$5.29	+10,000	1,285,869	+1%	+$52,868				
	2024-09-30 14:53:42	2024-09-30	FDBC	Fidelity D & D Bancorp Inc	Cali Brian J	COB	P - Purchase	$54.15	+213	398,895	0%	+$11,532				
	2024-09-30 12:34:12	2024-09-30	RDGL	Vivos Inc	Korenko Michael K	CEO, Pres	P - Purchase	$0.16	+50,000	10,385,090	0%	+$7,955				
	2024-09-30 11:58:16	2024-09-27	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$884.18	+12	1,085,494	0%	+$10,610				
	2024-09-30 11:46:01	2024-09-27	BUKS	Butler National Corp	Loh Michael Anthony	Dir	P - Purchase	$1.29	+5,000	89,850	+6%	+$6,450				
M	2024-09-30 09:00:39	2024-09-26	BUKS	Butler National Corp	Daly Joseph Patrick	Dir, 10%	P - Purchase	$1.29	+76,000	8,126,000	+1%	+$98,246				
	2024-09-30 06:04:08	2024-09-26	GLSI	Greenwich Lifesciences, Inc.	Patel Snehal	CEO, CFO, 10%	P - Purchase	$14.63	+1,500	5,536,102	0%	+$21,945				
	2024-09-27 18:03:41	2024-09-20	BENF	Beneficient	Rutledge Maria S.	CTO	P - Purchase	$1.11	+900	2,540	+55%	+$999				
	2024-09-27 17:27:54	2024-09-27	RAIL	Freightcar America, Inc.	De Nigris Felan Jose	Dir	P - Purchase	$10.19	+4,000	73,147	+6%	+$40,741				
	2024-09-27 17:23:41	2024-09-26	WYY	Widepoint Corp	Garfinkle Philip N	Dir	P - Purchase	$3.30	+1,000	156,631	+1%	+$3,297				
D	2024-09-27 17:10:05	2024-09-26	PKTX	Protokinetix, Inc.	Smith Clarence Edward	Pres, CEO, 10%	P - Purchase	$0.01	+2,000,000	85,637,093	+2%	+$20,000				
	2024-09-27 17:02:01	2024-09-27	AXR	Amrep Corp.	Dahl James H	10%	P - Purchase	$29.70	+2,000	929,795	0%	+$59,396				
	2024-09-27 16:40:39	2024-09-26	CULP	Culp Inc	Decker Sharon A	Dir	P - Purchase	$5.99	+5,000	45,383	+12%	+$29,950				
D	2024-09-27 16:28:00	2024-09-27	BIOA	Bioage Labs, Inc.	Pande Vijay Satyanand	Dir	P - Purchase	$18.00	+900,000	3,013,975	+43%	+$16,200,000				
D	2024-09-27 16:26:41	2024-09-27	BIOA	Bioage Labs, Inc.	Enright Patrick G	Dir	P - Purchase	$18.00	+400,000	1,710,589	+31%	+$7,200,000				
D	2024-09-27 16:22:43	2024-09-27	BIOA	Bioage Labs, Inc.	Healy James	Dir	P - Purchase	$18.00	+666,665	2,304,901	+41%	+$11,999,970				
	2024-09-27 16:21:30	2024-09-26	DLPN	Dolphin Entertainment, Inc.	Famadas Nelson	Dir	P - Purchase	$0.62	+1,290	4,018	+47%	+$800				
A	2024-09-27 16:12:34	2024-09-20	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	$10.31	+70,000	799,208	+10%	+$721,472				
D	2024-09-27 16:08:53	2024-09-26	GCTS	Gct Semiconductor Holding, Inc.	Anapass, Inc.	10%	P - Purchase	$3.02	+741,603	8,017,466	+10%	+$2,239,641				
M	2024-09-27 16:05:43	2024-09-25	TALO	Talos Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	$10.33	+586,700	43,445,604	+1%	+$6,059,327				
	2024-09-27 16:05:18	2024-09-25	IGC	Igc Pharma, Inc.	Moran James P	Dir	P - Purchase	$0.34	+588,235	942,402	+166%	+$200,000				
M	2024-09-27 16:00:27	2024-09-26	AMBC	Ambac Financial Group Inc	Matus Kristi Ann	Dir	P - Purchase	$11.19	+9,000	9,000	New	+$100,737				
	2024-09-27 14:45:19	2024-09-26	BUKS	Butler National Corp	Loh Michael Anthony	Dir	P - Purchase	$1.31	+2,000	84,850	+2%	+$2,620				
	2024-09-27 14:44:51	2024-09-25	BUKS	Butler National Corp	Loh Michael Anthony	Dir	P - Purchase	$1.36	+22,850	82,850	+38%	+$31,076				
	2024-09-27 14:44:23	2024-09-24	BUKS	Butler National Corp	Loh Michael Anthony	Dir	P - Purchase	$1.40	+40,000	60,000	+200%	+$56,000				
A	2024-09-27 14:41:40	2024-09-23	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	$9.08	+200,792	1,000,000	+25%	+$1,822,973				
A	2024-09-27 14:40:55	2024-09-19	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	$8.91	+297,443	743,245	+67%	+$2,649,148				
A	2024-09-27 14:40:37	2024-09-18	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	$7.79	+128,130	488,130	+36%	+$997,896				
A	2024-09-27 14:36:45	2024-09-17	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	$7.12	+346,736	420,000	+473%	+$2,469,387				
	2024-09-27 14:36:16	2024-09-26	VFF	Village Farms International, Inc.	Ruffini Stephen C	CFO	P - Purchase	$0.92	+20,000	1,125,238	+2%	+$18,400				
M	2024-09-27 13:33:41	2024-09-25	CYAN	Cyanotech Corp	Davis Michael A /	Dir, 10%	P - Purchase	$0.77	+10,000	1,760,598	+1%	+$7,700				
	2024-09-27 12:55:59	2024-09-27	TGEN	Tecogen Inc.	Hatsopoulos John	Dir	P - Purchase	$0.84	+10,000	988,951	+1%	+$8,380				
	2024-09-27 11:43:56	2024-09-25	CME	Cme Group Inc.	Shepard William R	Dir	P - Purchase	$218.50	+293	257,532	0%	+$63,945				
	2024-09-27 10:46:44	2024-09-26	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$909.49	+12	1,085,482	0%	+$10,914				
M	2024-09-27 08:20:53	2024-09-25	USEG	Us Energy Corp	Smith Ryan Lewis	CEO	P - Purchase	$1.01	+1,000	877,614	0%	+$1,010				
	2024-09-26 21:39:51	2024-09-24	HWH	Hwh International Inc.	Chan Heng Fai Ambrose	CEO, 10%	P - Purchase	$0.63	+6,034,537	19,264,692	+46%	+$3,801,758				
ADM	2024-09-26 21:02:25	2024-08-19	LCGMF	Lion Copper & Gold Corp.	Alford Tony L	Dir, 10%	P - Purchase	$0.05	+1,330,186	128,411,685	+1%	+$69,433				
ADM	2024-09-26 20:59:39	2024-08-09	LCGMF	Lion Copper & Gold Corp.	Alford Tony L	Dir, 10%	P - Purchase	$0.05	+1,798,398	127,081,499	+1%	+$93,953				
	2024-09-26 18:15:52	2024-09-26	TECX	Tectonic Therapeutic, Inc.	Springer Timothy A	Dir, 10%	P - Purchase	$28.82	+50,000	4,293,121	+1%	+$1,440,829				
	2024-09-26 17:30:10	2024-09-24	GPUS	Hyperscale Data, Inc.	Ault Milton C III	Exec COB, 10%	P - Purchase	$0.22	+22,000	166,490	+15%	+$4,915				
M	2024-09-26 17:25:10	2024-09-24	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	$31.60	+190,000	23,407,398	+1%	+$6,004,939				
	2024-09-26 17:00:50	2024-09-24	PODC	Podcastone, Inc.	Merriman D Jonathan	Dir	P - Purchase	$1.65	+10,000	352,418	+3%	+$16,500				
	2024-09-26 16:41:59	2024-09-24	BRST	Broad Street Realty, Inc.	Topchy Alexander	CFO	P - Purchase	$0.30	+4,800	455,253	+1%	+$1,440				
	2024-09-26 16:26:33	2024-09-25	RVP	Retractable Technologies Inc	Shaw Thomas J	Pres, CEO, 10%	P - Purchase	$0.73	+9,663	15,585,170	0%	+$7,021				
M	2024-09-26 15:21:16	2024-09-24	CDXS	Codexis, Inc.	Opaleye Management Inc.	10%	P - Purchase	$2.93	+85,000	8,520,000	+1%	+$249,147				
A	2024-09-26 13:48:29	2024-07-19	TWFG	Twfg, Inc.	Bunch Charles Alexander	Chief Creative, Marketing Off	P - Purchase	$17.00	+144	72	-200%	+$2,448				
	2024-09-26 10:56:37	2024-09-25	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$939.24	+12	1,085,470	0%	+$11,271				
M	2024-09-26 09:33:44	2024-09-24	RPHM	Reneo Pharmaceuticals, Inc.	Leonard Braden Michael	10%	P - Purchase	$1.47	+98,346	4,478,164	+2%	+$144,738				
	2024-09-26 08:31:43	2024-09-23	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	$9.08	+200,792	1,000,000	+25%	+$1,822,973				
M	2024-09-26 08:15:12	2024-09-24	OBIO	Orchestra Biomed Holdings, Inc.	Hochman David P	See Remarks	P - Purchase	$4.79	+10,000	914,640	+1%	+$47,905				
